	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8056	0.8788	0.8406	0.725	80.0
DRINKS#PRICES	0.5	0.25	0.3333	0.2	5.0
DRINKS#QUALITY	0.8889	0.7273	0.8	0.6667	24.0
DRINKS#STYLE_OPTIONS	1.0	0.75	0.8571	0.75	12.0
FOOD#PRICES	0.72	0.7826	0.75	0.6	30.0
FOOD#QUALITY	0.9176	0.7827	0.8448	0.7313	335.0
FOOD#STYLE_OPTIONS	0.9722	0.6364	0.7692	0.625	56.0
LOCATION#GENERAL	0.7333	0.8462	0.7857	0.6471	17.0
RESTAURANT#GENERAL	0.9153	0.7606	0.8308	0.7105	152.0
RESTAURANT#MISCELLANEOUS	0.5263	0.303	0.3846	0.2381	42.0
RESTAURANT#PRICES	0.7895	0.7143	0.75	0.6	25.0
SERVICE#GENERAL	0.9145	0.8968	0.9055	0.8274	168.0
Micro-AVG	0.8843	0.7742	0.8256	0.703	946.0
Macro-AVG	2.4208	2.0822	2.2129		946
