	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7872	0.8409	0.8132	0.6852	54.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.7778	0.875	0.7778	9.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	6.0
FOOD#PRICES	0.65	0.8667	0.7429	0.5909	22.0
FOOD#QUALITY	0.6684	0.9766	0.7936	0.6579	190.0
FOOD#STYLE_OPTIONS	0.8824	0.625	0.7317	0.5769	26.0
LOCATION#GENERAL	1.0	1.0	1.0	1.0	5.0
RESTAURANT#GENERAL	1.0	0.3803	0.551	0.3803	71.0
RESTAURANT#MISCELLANEOUS	0.6471	0.6471	0.6471	0.4783	23.0
RESTAURANT#PRICES	0.8333	0.3571	0.5	0.3333	15.0
SERVICE#GENERAL	0.9677	0.7595	0.8511	0.7407	81.0
Micro-AVG	0.7772	0.7566	0.7668	0.6218	505.0
Macro-AVG	0.8697	0.7692	0.7921		505
