	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8372	0.8372	0.8372	0.72	50.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.9091	0.625	0.7407	0.5882	17.0
FOOD#QUALITY	0.9254	0.8267	0.8733	0.775	160.0
FOOD#STYLE_OPTIONS	0.7273	0.3636	0.4848	0.32	25.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.8276	0.6857	0.75	0.6	80.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.8333	0.7143	0.7692	0.625	16.0
SERVICE#GENERAL	0.8625	0.92	0.8903	0.8023	86.0
Micro-AVG	0.8785	0.7413	0.8041	0.6723	473.0
Macro-AVG	0.8269	0.6255	0.6879		473
