	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.9	0.8372	0.8675	0.766	47.0
DRINKS#PRICES	0.75	1.0	0.8571	0.75	4.0
DRINKS#QUALITY	0.8571	0.75	0.8	0.6667	9.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.9333	0.875	0.9032	0.8235	17.0
FOOD#QUALITY	0.9462	0.82	0.8786	0.7834	157.0
FOOD#STYLE_OPTIONS	0.625	0.6818	0.6522	0.4839	31.0
LOCATION#GENERAL	0.8	0.8	0.8	0.6667	6.0
RESTAURANT#GENERAL	0.8788	0.8286	0.853	0.7436	78.0
RESTAURANT#MISCELLANEOUS	0.6667	0.4706	0.5517	0.381	21.0
RESTAURANT#PRICES	0.9231	0.8571	0.8889	0.8	15.0
SERVICE#GENERAL	0.8554	0.9467	0.8987	0.8161	87.0
Micro-AVG	0.8768	0.8298	0.8527	0.7432	479.0
Macro-AVG	0.8327	0.8223	0.8228		479
