	precision	recall	f1	accuracy	support
POSITIVE	0.9133	0.7383	0.8165	0.69	229.0
NEUTRAL	0.3333	0.0833	0.1333	0.0714	14.0
NEGATIVE	0.7838	0.6517	0.7117	0.5524	105.0
Micro-AVG	0.868	0.6889	0.7681	0.6236	348.0
Macro-AVG	0.6768	0.4911	0.5538		348
