	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8049	0.8049	0.8049	0.6735	49.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	1.0	1.0	1.0	7.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	4.0
FOOD#PRICES	0.875	0.8235	0.8485	0.7368	19.0
FOOD#QUALITY	0.88	0.8397	0.8594	0.7534	146.0
FOOD#STYLE_OPTIONS	0.6875	0.5238	0.5946	0.4231	26.0
LOCATION#GENERAL	1.0	0.5	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.8082	0.8429	0.8252	0.7024	84.0
RESTAURANT#MISCELLANEOUS	0.8333	0.3333	0.4762	0.3125	16.0
RESTAURANT#PRICES	0.75	0.25	0.375	0.2308	13.0
SERVICE#GENERAL	0.8732	0.8493	0.8611	0.7561	82.0
Micro-AVG	0.8501	0.7839	0.8157	0.6887	453.0
Macro-AVG	0.876	0.7028	0.7593		453
