	precision	recall	f1	accuracy	support
AMBIENCE	0.75	0.7778	0.7636	0.6176	34.0
FOOD	0.8817	0.9011	0.8913	0.8039	102.0
GENERAL-IMPRESSION	0.7442	0.7805	0.7619	0.6154	52.0
PRICE	0.7857	0.8462	0.8148	0.6875	16.0
SERVICE	0.8088	0.9322	0.8661	0.7639	72.0
Micro-AVG	0.8171	0.8701	0.8428	0.7283	276.0
Macro-AVG	0.7941	0.8476	0.8195		276
