	precision	recall	f1	accuracy	support
POSITIVE	0.406	0.7956	0.5376	0.3676	593.0
NEUTRAL	0.1613	0.2778	0.2041	0.1136	44.0
NEGATIVE	0.1995	0.8122	0.3203	0.1907	839.0
Micro-AVG	0.2796	0.7832	0.412	0.2595	1476.0
Macro-AVG	0.2556	0.6285	0.354		1476
