	precision	recall	f1	accuracy	support
AMBIENCE	0.7121	0.7344	0.7231	0.5663	83.0
FOOD	0.8191	0.744	0.7797	0.639	241.0
GENERAL-IMPRESSION	0.5157	0.9111	0.6586	0.491	167.0
PRICE	0.7857	0.8148	0.8	0.6667	33.0
SERVICE	0.9381	0.791	0.8583	0.7518	141.0
Micro-AVG	0.7419	0.7874	0.7639	0.618	665.0
Macro-AVG	0.7541	0.7991	0.7639		665
