	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7143	0.7692	0.7407	0.5882	34.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.8	0.8	0.8	0.6667	6.0
DRINKS#STYLE_OPTIONS	0.6667	0.5	0.5714	0.4	5.0
FOOD#PRICES	0.8333	0.5	0.625	0.4545	11.0
FOOD#QUALITY	0.8427	0.8929	0.8671	0.7653	98.0
FOOD#STYLE_OPTIONS	0.5714	0.6154	0.5926	0.4211	19.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.9062	0.7073	0.7945	0.6591	44.0
RESTAURANT#MISCELLANEOUS	0.75	0.3	0.4286	0.2727	11.0
RESTAURANT#PRICES	0.7	0.7778	0.7369	0.5833	12.0
SERVICE#GENERAL	0.8085	0.8636	0.8351	0.717	53.0
Micro-AVG	0.8025	0.7769	0.7895	0.6522	299.0
Macro-AVG	0.7717	0.6994	0.7216		299
