	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.2564	0.625	0.3636	0.2222	45.0
AMBIENCE:NEUTRAL	0.1	1.0	0.1818	0.1	10.0
AMBIENCE:POSITIVE	0.9	0.6429	0.75	0.6	45.0
FOOD:NEGATIVE	0.9302	0.5405	0.6838	0.5195	77.0
FOOD:NEUTRAL	0.6667	0.2667	0.381	0.2353	17.0
FOOD:POSITIVE	0.9706	0.5197	0.6769	0.5116	129.0
PRICE:NEGATIVE	0.5625	0.8182	0.6667	0.5	36.0
PRICE:NEUTRAL	0.1667	0.5	0.25	0.1429	7.0
PRICE:POSITIVE	0.5	0.6	0.5455	0.375	8.0
GENERAL-IMPRESSION:NEGATIVE	0.6471	0.8462	0.7333	0.5789	57.0
GENERAL-IMPRESSION:NEUTRAL	0.2	0.6667	0.3077	0.1818	11.0
GENERAL-IMPRESSION:POSITIVE	0.4674	0.8958	0.6143	0.4433	97.0
SERVICE:NEGATIVE	0.8571	0.7368	0.7925	0.6562	64.0
SERVICE:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
SERVICE:POSITIVE	0.9434	0.6757	0.7874	0.6494	77.0
Micro-AVG	0.6806	0.6483	0.6641	0.4971	686.0
Macro-AVG	0.5557	0.6889	0.5347		686
