	precision	recall	f1	accuracy	support
POSITIVE	0.759	0.6385	0.6936	0.5309	356.0
NEUTRAL	0.2368	0.4091	0.3	0.1765	51.0
NEGATIVE	0.6682	0.6875	0.6777	0.5125	279.0
Micro-AVG	0.6806	0.6483	0.6641	0.4971	686.0
Macro-AVG	0.5547	0.5784	0.5571		686
