	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.2131	0.8125	0.3377	0.2031	64.0
AMBIENCE:NEUTRAL	0.0333	1.0	0.0645	0.0333	30.0
AMBIENCE:POSITIVE	0.5135	0.9048	0.6552	0.4872	78.0
FOOD:NEGATIVE	0.5484	0.9189	0.6869	0.5231	130.0
FOOD:NEUTRAL	0.4062	0.8667	0.5532	0.3824	34.0
FOOD:POSITIVE	0.7697	0.9213	0.8387	0.7222	162.0
PRICE:NEGATIVE	0.5588	0.8636	0.6786	0.5135	37.0
PRICE:NEUTRAL	0.08	1.0	0.1481	0.08	25.0
PRICE:POSITIVE	1.0	0.8	0.8889	0.8	5.0
GENERAL-IMPRESSION:NEGATIVE	0.4267	0.8205	0.5614	0.3902	82.0
GENERAL-IMPRESSION:NEUTRAL	0.1765	1.0	0.3	0.1765	17.0
GENERAL-IMPRESSION:POSITIVE	0.4659	0.8542	0.6029	0.4316	95.0
SERVICE:NEGATIVE	0.4554	0.8947	0.6036	0.4322	118.0
SERVICE:NEUTRAL	0.0526	1.0	0.1	0.0526	19.0
SERVICE:POSITIVE	0.6038	0.8649	0.7111	0.5517	116.0
Micro-AVG	0.49	0.8878	0.6315	0.4615	1012.0
Macro-AVG	0.4203	0.9015	0.5154		1012
