	precision	recall	f1	accuracy	support
POSITIVE	0.62	0.8251	0.708	0.548	396.0
NEUTRAL	0.5556	0.5263	0.5405	0.3704	27.0
NEGATIVE	0.4483	0.8125	0.5778	0.4062	416.0
Micro-AVG	0.5315	0.8082	0.6413	0.472	839.0
Macro-AVG	0.5413	0.7213	0.6088		839
