	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6316	0.8372	0.72	0.5625	64.0
DRINKS#PRICES	0.4	0.6667	0.5	0.3333	6.0
DRINKS#QUALITY	0.8	0.5	0.6154	0.4444	9.0
DRINKS#STYLE_OPTIONS	0.6667	0.6667	0.6667	0.5	8.0
FOOD#PRICES	0.6667	0.25	0.3636	0.2222	18.0
FOOD#QUALITY	0.8	0.8	0.8	0.6667	180.0
FOOD#STYLE_OPTIONS	0.3415	0.6364	0.4444	0.2857	49.0
LOCATION#GENERAL	0.375	0.6	0.4615	0.3	10.0
RESTAURANT#GENERAL	0.75	0.7714	0.7606	0.6136	88.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.6429	0.6429	0.6429	0.4737	19.0
SERVICE#GENERAL	0.7	0.84	0.7636	0.6176	102.0
Micro-AVG	0.6894	0.7296	0.7089	0.5491	570.0
Macro-AVG	0.5645	0.6009	0.5616		570
