	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8409	0.8605	0.8506	0.74	50.0
DRINKS#PRICES	0.6	1.0	0.75	0.6	5.0
DRINKS#QUALITY	1.0	0.875	0.9333	0.875	8.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.8462	0.6875	0.7586	0.6111	18.0
FOOD#QUALITY	0.8954	0.9133	0.9043	0.8253	166.0
FOOD#STYLE_OPTIONS	0.6667	0.7273	0.6957	0.5333	30.0
LOCATION#GENERAL	0.75	0.6	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.8571	0.7714	0.812	0.6835	79.0
RESTAURANT#MISCELLANEOUS	0.625	0.2941	0.4	0.25	20.0
RESTAURANT#PRICES	0.8667	0.9286	0.8966	0.8125	16.0
SERVICE#GENERAL	0.9855	0.9067	0.9445	0.8947	76.0
Micro-AVG	0.8738	0.8392	0.8562	0.7484	481.0
Macro-AVG	0.8159	0.797	0.7946		481
