	precision	recall	f1	accuracy	support
POSITIVE	0.6806	0.5976	0.6364	0.4667	105.0
NEUTRAL	0.2	0.3333	0.25	0.1429	21.0
NEGATIVE	0.625	0.5128	0.5634	0.3922	51.0
Micro-AVG	0.605	0.5538	0.5783	0.4068	177.0
Macro-AVG	0.5019	0.4812	0.4833		177
