	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.75	0.6977	0.7229	0.566	53.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	0.75	0.5	0.6	0.4286	7.0
FOOD#PRICES	0.6667	0.5	0.5714	0.4	20.0
FOOD#QUALITY	0.7685	0.5533	0.6434	0.4743	175.0
FOOD#STYLE_OPTIONS	0.8	0.1818	0.2963	0.1739	23.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.8	0.6286	0.704	0.5432	81.0
RESTAURANT#MISCELLANEOUS	1.0	0.0588	0.1111	0.0588	17.0
RESTAURANT#PRICES	1.0	0.2143	0.353	0.2143	14.0
SERVICE#GENERAL	0.7619	0.8533	0.805	0.6737	95.0
Micro-AVG	0.7733	0.5804	0.6631	0.496	502.0
Macro-AVG	0.8303	0.5073	0.5811		502
