	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4125	0.7674	0.5366	0.3667	90.0
DRINKS#PRICES	0.3	1.0	0.4615	0.3	10.0
DRINKS#QUALITY	0.6667	0.25	0.3636	0.2222	9.0
DRINKS#STYLE_OPTIONS	0.75	0.5	0.6	0.4286	7.0
FOOD#PRICES	0.6364	0.4375	0.5185	0.35	20.0
FOOD#QUALITY	0.7712	0.7867	0.7789	0.6378	185.0
FOOD#STYLE_OPTIONS	0.4074	0.5	0.449	0.2895	38.0
LOCATION#GENERAL	0.2222	0.4	0.2857	0.1667	12.0
RESTAURANT#GENERAL	0.6575	0.6857	0.6713	0.5053	95.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.7059	0.8571	0.7742	0.6316	19.0
SERVICE#GENERAL	0.725	0.7733	0.7484	0.5979	97.0
Micro-AVG	0.636	0.6923	0.6629	0.4958	599.0
Macro-AVG	0.5212	0.5798	0.5156		599
