	precision	recall	f1	accuracy	support
AMBIENCE	0.7361	0.8983	0.8092	0.6795	78.0
FOOD	0.8813	0.8935	0.8874	0.7975	242.0
GENERAL-IMPRESSION	0.7917	0.8444	0.8172	0.6909	110.0
PRICE	0.913	0.7241	0.8077	0.6774	31.0
SERVICE	0.9449	0.9091	0.9266	0.8633	139.0
Micro-AVG	0.8622	0.8802	0.8711	0.7717	600.0
Macro-AVG	0.8534	0.8539	0.8496		600
