	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6667	0.2857	0.4	0.25	16.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	1.0	0.3333	0.5	0.3333	3.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	5.0
FOOD#PRICES	0.5	0.2	0.2857	0.1667	6.0
FOOD#QUALITY	0.7895	0.375	0.5085	0.3409	44.0
FOOD#STYLE_OPTIONS	0.1667	0.1429	0.1538	0.0833	12.0
LOCATION#GENERAL	1.0	0.5	0.6667	0.5	2.0
RESTAURANT#GENERAL	0.4737	0.4286	0.45	0.2903	31.0
RESTAURANT#MISCELLANEOUS	0.1429	0.1667	0.1538	0.0833	12.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	8.0
SERVICE#GENERAL	0.7778	0.6364	0.7	0.5385	26.0
Micro-AVG	0.5647	0.3692	0.4465	0.2874	167.0
Macro-AVG	0.5431	0.2974	0.3738		167
