	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.173	0.6957	0.2771	0.1608	199.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.5	0.5714	0.5333	0.3636	11.0
DRINKS#STYLE_OPTIONS	1.0	0.8571	0.9231	0.8571	7.0
FOOD#PRICES	0.2	0.7333	0.3143	0.1864	59.0
FOOD#QUALITY	0.1802	0.906	0.3007	0.1769	763.0
FOOD#STYLE_OPTIONS	0.8	0.16	0.2667	0.1538	26.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.3169	0.8286	0.4585	0.2974	195.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	21.0
RESTAURANT#PRICES	0.5333	0.6154	0.5714	0.4	20.0
SERVICE#GENERAL	0.4462	0.8169	0.5771	0.4056	143.0
Micro-AVG	0.2375	0.7436	0.36	0.2195	1453.0
Macro-AVG	0.4847	0.5876	0.4352		1453
