	precision	recall	f1	accuracy	support
POSITIVE	0.7778	0.8406	0.808	0.6778	599.0
NEUTRAL	0.5556	0.3125	0.4	0.25	40.0
NEGATIVE	0.6169	0.7037	0.6574	0.4897	194.0
Micro-AVG	0.7363	0.7862	0.7604	0.6134	833.0
Macro-AVG	0.6501	0.6189	0.6218		833
