	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4	0.8462	0.5432	0.3729	59.0
DRINKS#PRICES	0.4	1.0	0.5714	0.4	5.0
DRINKS#QUALITY	0.6667	0.4	0.5	0.3333	6.0
DRINKS#STYLE_OPTIONS	0.4444	1.0	0.6154	0.4444	9.0
FOOD#PRICES	0.5	0.3	0.375	0.2308	13.0
FOOD#QUALITY	0.7416	0.7857	0.763	0.6168	107.0
FOOD#STYLE_OPTIONS	0.1333	0.3077	0.186	0.1026	39.0
LOCATION#GENERAL	0.0625	1.0	0.1176	0.0625	48.0
RESTAURANT#GENERAL	0.3366	0.8293	0.4789	0.3148	108.0
RESTAURANT#MISCELLANEOUS	0.2	0.1	0.1333	0.0714	14.0
RESTAURANT#PRICES	0.4706	0.8889	0.6154	0.4444	18.0
SERVICE#GENERAL	0.7069	0.9318	0.8039	0.6721	61.0
Micro-AVG	0.446	0.757	0.5613	0.3901	487.0
Macro-AVG	1.2657	2.0974	1.4258		487
