	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2727	0.5769	0.3704	0.2273	66.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	7.0
DRINKS#QUALITY	0.6667	0.4	0.5	0.3333	6.0
DRINKS#STYLE_OPTIONS	0.4444	1.0	0.6154	0.4444	9.0
FOOD#PRICES	0.0	0.0	0.0	0.0	16.0
FOOD#QUALITY	0.5506	0.5833	0.5665	0.3952	124.0
FOOD#STYLE_OPTIONS	0.0333	0.0769	0.0465	0.0238	42.0
LOCATION#GENERAL	0.0208	0.3333	0.0392	0.02	50.0
RESTAURANT#GENERAL	0.198	0.4878	0.2817	0.1639	122.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	15.0
RESTAURANT#PRICES	0.1176	0.2222	0.1538	0.0833	24.0
SERVICE#GENERAL	0.5172	0.6818	0.5882	0.4167	72.0
Micro-AVG	0.2911	0.494	0.3663	0.2242	553.0
Macro-AVG	0.2351	0.3635	0.2635		553
