	precision	recall	f1	accuracy	support
POSITIVE	0.8333	0.873	0.8527	0.7432	148.0
NEUTRAL	0.35	0.6364	0.4516	0.2917	24.0
NEGATIVE	0.7596	0.8404	0.798	0.6639	119.0
Micro-AVG	0.7656	0.8485	0.8049	0.6735	291.0
Macro-AVG	0.6476	0.7833	0.7008		291
