	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2308	0.6429	0.3396	0.2045	44.0
DRINKS#PRICES	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#STYLE_OPTIONS	0.2	0.3333	0.25	0.1429	7.0
FOOD#PRICES	0.1429	0.2	0.1667	0.0909	11.0
FOOD#QUALITY	0.6	0.75	0.6667	0.5	60.0
FOOD#STYLE_OPTIONS	0.1034	0.4286	0.1667	0.0909	33.0
LOCATION#GENERAL	0.0556	0.5	0.1	0.0526	19.0
RESTAURANT#GENERAL	0.2553	0.5714	0.3529	0.2143	56.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	15.0
RESTAURANT#PRICES	0.2	0.2	0.2	0.1111	9.0
SERVICE#GENERAL	0.6	0.6818	0.6383	0.4688	32.0
Micro-AVG	0.3138	0.5769	0.4065	0.2551	294.0
Macro-AVG	0.2684	0.4284	0.3095		294
