	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.0625	0.0714	0.0667	0.0345	29.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	6.0
DRINKS#QUALITY	0.0	0.0	0.0	0.0	6.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	4.0
FOOD#PRICES	0.1429	0.2	0.1667	0.0909	11.0
FOOD#QUALITY	0.3818	0.525	0.4421	0.2838	74.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	17.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	18.0
RESTAURANT#GENERAL	0.2917	0.3333	0.3111	0.1842	38.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	6.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	10.0
SERVICE#GENERAL	0.2917	0.3182	0.3043	0.1795	39.0
Micro-AVG	0.2242	0.2846	0.2508	0.1434	258.0
Macro-AVG	0.0976	0.1207	0.1076		258
