	precision	recall	f1	accuracy	support
POSITIVE	0.3226	0.3659	0.3429	0.2069	145.0
NEUTRAL	0.0294	0.1111	0.0465	0.0238	42.0
NEGATIVE	0.1579	0.1538	0.1558	0.0845	71.0
Micro-AVG	0.5212	0.6615	0.5831	0.4115	209.0
Macro-AVG	0.17	0.2103	0.1817		209
