	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.9	0.5625	0.6923	0.5294	17.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.9048	0.5429	0.6786	0.5135	37.0
FOOD:NEGATIVE	0.8235	0.75	0.785	0.6462	65.0
FOOD:NEUTRAL	1.0	0.0769	0.1429	0.0769	13.0
FOOD:POSITIVE	0.8778	0.908	0.8927	0.8061	98.0
PRICE:NEGATIVE	1.0	0.5263	0.6897	0.5263	19.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.0	0.0	0.0	0.0	6.0
GENERAL-IMPRESSION:NEGATIVE	0.9143	0.8205	0.8649	0.7619	42.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	2.0
GENERAL-IMPRESSION:POSITIVE	0.9231	0.7347	0.8182	0.6923	52.0
SERVICE:NEGATIVE	0.8772	0.9091	0.8929	0.8065	62.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE:POSITIVE	0.9831	0.9206	0.9508	0.9062	64.0
Micro-AVG	0.9008	0.7568	0.8225	0.6985	481.0
Macro-AVG	0.6136	0.4501	0.4939		481
