	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4167	0.7143	0.5263	0.3571	14.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	5.0
AMBIENCE:POSITIVE	0.5357	0.75	0.625	0.4545	33.0
FOOD:NEGATIVE	0.8529	0.8788	0.8657	0.7632	38.0
FOOD:NEUTRAL	0.4615	0.6667	0.5455	0.375	16.0
FOOD:POSITIVE	0.9302	0.8163	0.8696	0.7692	52.0
PRICE:NEGATIVE	1.0	0.7	0.8235	0.7	10.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
GENERAL-IMPRESSION:NEGATIVE	0.7619	0.8889	0.8205	0.6957	23.0
GENERAL-IMPRESSION:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.6774	0.9545	0.7925	0.6562	32.0
SERVICE:NEGATIVE	0.7778	0.8077	0.7925	0.6562	32.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	4.0
SERVICE:POSITIVE	0.9333	0.8485	0.8889	0.8	35.0
Micro-AVG	0.7318	0.8268	0.7764	0.6346	301.0
Macro-AVG	0.5565	0.6684	0.59		301
