	precision	recall	f1	accuracy	support
AMBIENCE	0.8387	0.4407	0.5778	0.4062	64.0
FOOD	0.8675	0.6667	0.7539	0.605	238.0
GENERAL-IMPRESSION	0.6786	0.8444	0.7525	0.6032	126.0
PRICE	0.8125	0.4483	0.5778	0.4062	32.0
SERVICE	0.89	0.6742	0.7672	0.6224	143.0
Micro-AVG	0.8188	0.6616	0.7319	0.5771	603.0
Macro-AVG	0.8175	0.6149	0.6858		603
