	precision	recall	f1	accuracy	support
AMBIENCE	0.8868	0.7966	0.8393	0.7231	65.0
FOOD	0.9611	0.8009	0.8737	0.7758	223.0
GENERAL-IMPRESSION	0.8478	0.8667	0.8571	0.75	104.0
PRICE	0.9048	0.6552	0.76	0.6129	31.0
SERVICE	0.9818	0.8182	0.8926	0.806	134.0
Micro-AVG	0.932	0.808	0.8656	0.763	557.0
Macro-AVG	0.9165	0.7875	0.8445		557
