	precision	recall	f1	accuracy	support
POSITIVE	0.6548	0.6707	0.6627	0.4955	111.0
NEUTRAL	0.25	0.3333	0.2857	0.1667	18.0
NEGATIVE	0.7812	0.641	0.7042	0.5435	46.0
Micro-AVG	0.6484	0.6385	0.6434	0.4743	175.0
Macro-AVG	0.562	0.5483	0.5509		175
