	precision	recall	f1	accuracy	support
POSITIVE	0.8506	0.7845	0.8162	0.6894	322.0
NEUTRAL	0.3846	0.2941	0.3333	0.2	25.0
NEGATIVE	0.8879	0.7364	0.8051	0.6738	141.0
Micro-AVG	0.8451	0.7506	0.7951	0.6598	488.0
Macro-AVG	0.7077	0.605	0.6515		488
