	precision	recall	f1	accuracy	support
POSITIVE	0.0	0.0	0.0	0.0	123.0
NEUTRAL	0.0	0.0	0.0	0.0	11.0
NEGATIVE	0.0	0.0	0.0	0.0	94.0
Micro-AVG	0.0	0.0	0.0	0.0	228.0
Macro-AVG	0.0	0.0	0.0		228
