	precision	recall	f1	accuracy	support
POSITIVE	0.8757	0.5724	0.6923	0.5294	306.0
NEUTRAL	0.3684	0.4118	0.3889	0.2414	29.0
NEGATIVE	0.8438	0.6279	0.72	0.5625	144.0
Micro-AVG	0.8333	0.5828	0.6859	0.5219	479.0
Macro-AVG	0.696	0.5374	0.6004		479
