	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.625	0.5814	0.6024	0.431	58.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	0.5556	0.625	0.5883	0.4167	12.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.9	0.5625	0.6923	0.5294	17.0
FOOD#QUALITY	0.8487	0.6733	0.7509	0.6012	168.0
FOOD#STYLE_OPTIONS	1.0	0.2273	0.3704	0.2273	22.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.7812	0.7143	0.7463	0.5952	84.0
RESTAURANT#MISCELLANEOUS	0.1429	0.0588	0.0833	0.0435	23.0
RESTAURANT#PRICES	0.6	0.4286	0.5	0.3333	18.0
SERVICE#GENERAL	0.6552	0.76	0.7037	0.5429	105.0
Micro-AVG	0.7444	0.6247	0.6793	0.5144	521.0
Macro-AVG	0.7591	0.5443	0.6098		521
