	precision	recall	f1	accuracy	support
POSITIVE	0.9349	0.841	0.8855	0.7945	253.0
NEUTRAL	1.0	0.125	0.2222	0.125	16.0
NEGATIVE	0.8968	0.7596	0.8225	0.6985	199.0
Micro-AVG	0.9194	0.7808	0.8444	0.7308	468.0
Macro-AVG	0.9439	0.5752	0.6434		468
