	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7714	0.6136	0.6835	0.5192	52.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	0.7	0.7778	0.7368	0.5833	12.0
DRINKS#STYLE_OPTIONS	0.8	0.6667	0.7273	0.5714	7.0
FOOD#PRICES	0.8	0.8	0.8	0.6667	18.0
FOOD#QUALITY	0.7801	0.8594	0.8178	0.6918	159.0
FOOD#STYLE_OPTIONS	0.5714	0.5	0.5333	0.3636	33.0
LOCATION#GENERAL	0.5	0.4	0.4444	0.2857	7.0
RESTAURANT#GENERAL	0.6842	0.7324	0.7075	0.5474	95.0
RESTAURANT#MISCELLANEOUS	0.3333	0.1765	0.2308	0.1304	23.0
RESTAURANT#PRICES	0.75	0.4286	0.5455	0.375	16.0
SERVICE#GENERAL	0.9118	0.7848	0.8435	0.7294	85.0
Micro-AVG	0.7595	0.7229	0.7407	0.5882	510.0
Macro-AVG	0.7168	0.645	0.6725		510
