	precision	recall	f1	accuracy	support
AMBIENCE	0.9412	0.8136	0.8727	0.7742	62.0
FOOD	0.9143	0.7407	0.8184	0.6926	231.0
GENERAL-IMPRESSION	0.81	0.9	0.8526	0.7431	109.0
PRICE	0.8276	0.8276	0.8276	0.7059	34.0
SERVICE	0.912	0.8636	0.8872	0.7972	143.0
Micro-AVG	0.8896	0.8118	0.8489	0.7375	579.0
Macro-AVG	0.881	0.8291	0.8517		579
