	precision	recall	f1	accuracy	support
POSITIVE	0.6357	0.497	0.5578	0.3868	212.0
NEUTRAL	0.4	0.1818	0.25	0.1429	14.0
NEGATIVE	0.5077	0.44	0.4714	0.3084	107.0
Micro-AVG	0.7839	0.6215	0.6933	0.5306	294.0
Macro-AVG	0.5145	0.3729	0.4264		294
