	precision	recall	f1	accuracy	support
AMBIENCE	0.6774	0.7119	0.6942	0.5316	79.0
FOOD	0.8105	0.713	0.7586	0.6111	252.0
GENERAL-IMPRESSION	0.7692	0.7778	0.7735	0.6306	111.0
PRICE	0.7826	0.6207	0.6923	0.5294	34.0
SERVICE	0.8974	0.7955	0.8434	0.7292	144.0
Micro-AVG	0.8054	0.7395	0.7711	0.6274	620.0
Macro-AVG	0.7874	0.7238	0.7524		620
