	precision	recall	f1	accuracy	support
AMBIENCE	0.8261	0.7037	0.76	0.6129	31.0
FOOD	0.9104	0.6703	0.7722	0.6289	97.0
GENERAL-IMPRESSION	0.8788	0.7073	0.7838	0.6444	45.0
PRICE	0.9	0.6923	0.7826	0.6429	14.0
SERVICE	0.9574	0.7627	0.8491	0.7377	61.0
Micro-AVG	0.9056	0.7056	0.7932	0.6573	248.0
Macro-AVG	0.8945	0.7073	0.7895		248
