	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4507	0.6957	0.547	0.3765	85.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	6.0
DRINKS#QUALITY	0.4444	0.5714	0.5	0.3333	12.0
DRINKS#STYLE_OPTIONS	0.4	0.2857	0.3333	0.2	10.0
FOOD#PRICES	0.5333	0.5333	0.5333	0.3636	22.0
FOOD#QUALITY	0.6631	0.8322	0.7381	0.5849	212.0
FOOD#STYLE_OPTIONS	0.2727	0.24	0.2553	0.1463	41.0
LOCATION#GENERAL	0.1333	0.4	0.2	0.1111	18.0
RESTAURANT#GENERAL	0.3697	0.6286	0.4656	0.3034	145.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	24.0
RESTAURANT#PRICES	0.4444	0.3077	0.3636	0.2222	18.0
SERVICE#GENERAL	0.5876	0.8028	0.6786	0.5135	111.0
Micro-AVG	0.5098	0.6667	0.5778	0.4062	704.0
Macro-AVG	0.3999	0.5248	0.4401		704
