	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5862	0.7907	0.6733	0.5075	67.0
DRINKS#PRICES	0.25	0.6667	0.3636	0.2222	9.0
DRINKS#QUALITY	0.5	0.25	0.3333	0.2	10.0
DRINKS#STYLE_OPTIONS	0.8	0.6667	0.7273	0.5714	7.0
FOOD#PRICES	0.5833	0.4375	0.5	0.3333	21.0
FOOD#QUALITY	0.6788	0.8733	0.7638	0.6179	212.0
FOOD#STYLE_OPTIONS	0.25	0.5455	0.3429	0.2069	58.0
LOCATION#GENERAL	0.2308	0.6	0.3333	0.2	15.0
RESTAURANT#GENERAL	0.3955	0.7571	0.5196	0.351	151.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	22.0
RESTAURANT#PRICES	0.5	0.7143	0.5882	0.4167	24.0
SERVICE#GENERAL	0.6538	0.9067	0.7598	0.6126	111.0
Micro-AVG	0.5397	0.7599	0.6312	0.4611	707.0
Macro-AVG	0.4524	0.6007	0.4921		707
