	precision	recall	f1	accuracy	support
POSITIVE	0.4073	0.5512	0.4685	0.3059	510.0
NEUTRAL	0.125	0.2353	0.1633	0.0889	45.0
NEGATIVE	0.3862	0.5659	0.4591	0.298	245.0
Micro-AVG	0.5232	0.7366	0.6118	0.4407	717.0
Macro-AVG	0.3062	0.4508	0.3636		717
