	precision	recall	f1	accuracy	support
POSITIVE	0.0	0.0	0.0	0.0	76.0
NEUTRAL	0.0	0.0	0.0	0.0	9.0
NEGATIVE	0.0	0.0	0.0	0.0	38.0
Micro-AVG	0.0	0.0	0.0	0.0	123.0
Macro-AVG	0.0	0.0	0.0		123
