	precision	recall	f1	accuracy	support
POSITIVE	0.6463	0.6463	0.6463	0.4775	111.0
NEUTRAL	0.2	0.2222	0.2105	0.1176	17.0
NEGATIVE	0.4722	0.4359	0.4533	0.2931	58.0
Micro-AVG	0.5625	0.5538	0.5581	0.3871	186.0
Macro-AVG	0.4395	0.4348	0.4367		186
