	precision	recall	f1	accuracy	support
AMBIENCE	0.7083	0.5862	0.6415	0.4722	72.0
FOOD	0.8263	0.7269	0.7734	0.6305	249.0
GENERAL-IMPRESSION	0.7375	0.6556	0.6941	0.5315	111.0
PRICE	0.7308	0.6552	0.6909	0.5278	36.0
SERVICE	0.832	0.7879	0.8093	0.6797	153.0
Micro-AVG	0.7953	0.7105	0.7505	0.6006	621.0
Macro-AVG	0.767	0.6824	0.7218		621
