	precision	recall	f1	accuracy	support
AMBIENCE	0.6	0.6724	0.6341	0.4643	84.0
FOOD	0.8174	0.8287	0.823	0.6992	256.0
GENERAL-IMPRESSION	0.7447	0.7778	0.7609	0.614	114.0
PRICE	0.7308	0.6552	0.6909	0.5278	36.0
SERVICE	0.8672	0.8409	0.8538	0.745	149.0
Micro-AVG	0.7857	0.7962	0.7909	0.6541	639.0
Macro-AVG	0.752	0.755	0.7525		639
