	precision	recall	f1	accuracy	support
POSITIVE	0.7273	0.6784	0.702	0.5408	355.0
NEUTRAL	0.4	0.1176	0.1818	0.1	20.0
NEGATIVE	0.7155	0.6434	0.6775	0.5123	162.0
Micro-AVG	0.7948	0.7133	0.7518	0.6024	508.0
Macro-AVG	0.6143	0.4798	0.5204		508
