	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3824	0.975	0.5493	0.3786	103.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	5.0
DRINKS#QUALITY	0.4444	1.0	0.6154	0.4444	18.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	5.0
FOOD#PRICES	0.6	0.8571	0.7059	0.5455	22.0
FOOD#QUALITY	0.6	0.9507	0.7357	0.5819	232.0
FOOD#STYLE_OPTIONS	0.3226	0.4545	0.3774	0.2326	43.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	5.0
RESTAURANT#GENERAL	0.602	0.831	0.6982	0.5364	110.0
RESTAURANT#MISCELLANEOUS	1.0	0.0625	0.1176	0.0625	16.0
RESTAURANT#PRICES	0.6667	0.3077	0.4211	0.2667	15.0
SERVICE#GENERAL	0.7568	0.7467	0.7517	0.6022	93.0
Micro-AVG	0.5672	0.7909	0.6606	0.4933	667.0
Macro-AVG	1.5937	1.7963	1.4931		667
