	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4545	0.6977	0.5505	0.3797	79.0
DRINKS#PRICES	0.04	0.3333	0.0714	0.037	27.0
DRINKS#QUALITY	0.7143	0.625	0.6667	0.5	10.0
DRINKS#STYLE_OPTIONS	0.6667	0.6667	0.6667	0.5	8.0
FOOD#PRICES	0.3438	0.6875	0.4583	0.2973	37.0
FOOD#QUALITY	0.2479	0.7867	0.377	0.2323	508.0
FOOD#STYLE_OPTIONS	0.3333	0.5909	0.4262	0.2708	48.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.9123	0.7429	0.8189	0.6933	75.0
RESTAURANT#MISCELLANEOUS	0.25	0.3529	0.2927	0.1714	35.0
RESTAURANT#PRICES	0.3158	0.4286	0.3636	0.2222	27.0
SERVICE#GENERAL	0.8871	0.7333	0.8029	0.6707	82.0
Micro-AVG	0.3713	0.7063	0.4867	0.3217	942.0
Macro-AVG	0.486	0.5871	0.4996		942
