	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6604	0.8537	0.7447	0.5932	59.0
DRINKS#PRICES	0.6	1.0	0.75	0.6	5.0
DRINKS#QUALITY	1.0	0.5714	0.7273	0.5714	7.0
DRINKS#STYLE_OPTIONS	0.75	0.75	0.75	0.6	5.0
FOOD#PRICES	1.0	0.2353	0.381	0.2353	17.0
FOOD#QUALITY	0.9439	0.7652	0.8452	0.7319	138.0
FOOD#STYLE_OPTIONS	0.4167	0.7143	0.5263	0.3571	42.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	9.0
RESTAURANT#GENERAL	0.7465	0.7571	0.7518	0.6023	88.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.5	0.5833	0.5385	0.3684	19.0
SERVICE#GENERAL	0.9014	0.8767	0.8889	0.8	80.0
Micro-AVG	0.7686	0.7243	0.7458	0.5947	486.0
Macro-AVG	0.6266	0.5923	0.5753		486
