	precision	recall	f1	accuracy	support
AMBIENCE	0.55	0.9167	0.6875	0.5238	21.0
FOOD	0.6721	0.9318	0.7809	0.6406	64.0
GENERAL-IMPRESSION	1.0	0.9524	0.9756	0.9524	21.0
PRICE	0.7	0.875	0.7778	0.6364	11.0
SERVICE	0.9286	0.8125	0.8667	0.7647	34.0
Micro-AVG	0.7554	0.8974	0.8203	0.6954	151.0
Macro-AVG	0.7701	0.8977	0.8177		151
