	precision	recall	f1	accuracy	support
POSITIVE	0.5259	0.7173	0.6069	0.4356	466.0
NEUTRAL	0.3571	0.2941	0.3226	0.1923	26.0
NEGATIVE	0.5524	0.6124	0.5809	0.4093	193.0
Micro-AVG	0.5285	0.669	0.5905	0.419	685.0
Macro-AVG	0.4785	0.5413	0.5035		685
