	precision	recall	f1	accuracy	support
POSITIVE	0.8058	0.8412	0.8231	0.6994	356.0
NEUTRAL	0.6667	0.6364	0.6512	0.4828	29.0
NEGATIVE	0.7286	0.7356	0.7321	0.5774	265.0
Micro-AVG	0.8685	0.8916	0.8799	0.7856	597.0
Macro-AVG	0.7337	0.7377	0.7355		597
