	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.3019	1.0	0.4638	0.3019	53.0
AMBIENCE:NEUTRAL	0.0714	1.0	0.1333	0.0714	14.0
AMBIENCE:POSITIVE	0.407	0.7955	0.5385	0.3684	95.0
FOOD:NEGATIVE	0.5304	0.7922	0.6354	0.4656	131.0
FOOD:NEUTRAL	0.4231	0.9167	0.5789	0.4074	27.0
FOOD:POSITIVE	0.6345	0.9388	0.7572	0.6093	151.0
PRICE:NEGATIVE	0.6842	0.65	0.6667	0.5	26.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	19.0
PRICE:POSITIVE	0.4167	0.8333	0.5556	0.3846	13.0
GENERAL-IMPRESSION:NEGATIVE	0.2556	0.8718	0.3953	0.2464	138.0
GENERAL-IMPRESSION:NEUTRAL	0.0769	0.3333	0.125	0.0667	15.0
GENERAL-IMPRESSION:POSITIVE	0.4062	0.8125	0.5417	0.3714	105.0
SERVICE:NEGATIVE	0.5618	0.8929	0.6897	0.5263	95.0
SERVICE:NEUTRAL	0.25	1.0	0.4	0.25	4.0
SERVICE:POSITIVE	0.7439	0.9104	0.8188	0.6932	88.0
Micro-AVG	0.4646	0.8571	0.6026	0.4312	974.0
Macro-AVG	0.3842	0.7832	0.4867		974
