	precision	recall	f1	accuracy	support
AMBIENCE	0.7667	0.7797	0.7731	0.6301	73.0
FOOD	0.8594	0.7639	0.8088	0.679	243.0
GENERAL-IMPRESSION	0.8602	0.8889	0.8743	0.7767	103.0
PRICE	0.84	0.7241	0.7778	0.6364	33.0
SERVICE	0.9412	0.8485	0.8924	0.8058	139.0
Micro-AVG	0.8671	0.8061	0.8355	0.7174	591.0
Macro-AVG	0.8535	0.801	0.8253		591
