	precision	recall	f1	accuracy	support
AMBIENCE	0.8846	0.7541	0.8142	0.6866	67.0
FOOD	0.9231	0.8984	0.9106	0.8358	201.0
GENERAL-IMPRESSION	0.8851	0.8556	0.8701	0.77	100.0
PRICE	0.8148	0.7857	0.8	0.6667	33.0
SERVICE	0.8657	0.9355	0.8992	0.8169	142.0
Micro-AVG	0.89	0.8755	0.8827	0.7901	543.0
Macro-AVG	0.8747	0.8459	0.8588		543
