	precision	recall	f1	accuracy	support
POSITIVE	0.7	0.6667	0.6829	0.5185	162.0
NEUTRAL	0.2353	0.3636	0.2857	0.1667	24.0
NEGATIVE	0.5484	0.5426	0.5455	0.375	136.0
Micro-AVG	0.6043	0.6017	0.603	0.4317	322.0
Macro-AVG	0.4946	0.5243	0.5047		322
