	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.5882	0.625	0.6061	0.4348	23.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.9643	0.6429	0.7714	0.6279	43.0
FOOD:NEGATIVE	0.5981	0.8649	0.7072	0.547	117.0
FOOD:NEUTRAL	1.0	0.4	0.5714	0.4	15.0
FOOD:POSITIVE	0.9533	0.8031	0.8718	0.7727	132.0
PRICE:NEGATIVE	0.9167	0.5	0.6471	0.4783	23.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.775	0.7949	0.7848	0.6458	48.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.8636	0.7917	0.8261	0.7037	54.0
SERVICE:NEGATIVE	0.8475	0.8772	0.8621	0.7576	66.0
SERVICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
SERVICE:POSITIVE	0.8923	0.7838	0.8345	0.716	81.0
Micro-AVG	0.8209	0.7757	0.7977	0.6634	615.0
Macro-AVG	0.7933	0.7389	0.7433		615
