	precision	recall	f1	accuracy	support
AMBIENCE	0.8519	0.8519	0.8519	0.7419	31.0
FOOD	0.8529	0.956	0.9016	0.8208	106.0
GENERAL-IMPRESSION	0.8974	0.8537	0.875	0.7778	45.0
PRICE	0.9231	0.9231	0.9231	0.8571	14.0
SERVICE	0.9153	0.9153	0.9153	0.8438	64.0
Micro-AVG	0.8792	0.9134	0.896	0.8115	260.0
Macro-AVG	2.6644	2.7	2.6801		260
